SITE DATA,,,,Identification,,,,,,,,,,,MEASUREMENTS,,,,,,,MISC SAMPLES,,,,,,,SWABS,,,,BLOOD,,,,,,,TEETH,,Notes,,ANESTHESIA,,,,,,Necropsy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNAlater (#),,,,PLAIN (#),,,,Aluminum (#),,,,,Teeth,,
Ambakoana,"CB, KR, AG, AA, FR",2/13/19,1,Pteropus rufus,AMB161,1377,N,,F,J,Y,N,,,320,22.1,137,67.8,29.2,small,small,Y,1,0,0,0,0,0,0,1,1,1,500,150,200,1,2,Y,,Y,mild,103.7 (11:48); 102.5 (12:19); 101.7 (12:25); 100.6 (12:29); 102.3 (12:35),"Young, likely born this year. Fed sugar water and released",Y,Y,0.03,0.5,4,,N,,,,,,,,,,,,,,,,0
Ambakoana,"CB, KR, AG, AA, FR",2/14/19,2,Pteropus rufus,AMB162,1358,N,,M,A,N,N,,,680,28.2,174,80.4,27.3,18.2,20.4,Y,1,0,0,0,0,0,1,1,1,1,500,200,200,1,2,Y,,Y,moderate,98.5 (7:08); 100.1 (7:33); 99.9 (7:41); 98.4 (7:45); 96 (7:58); 96.4 (8:06); 96.4 (8:13),Fed sugar water and released,Y,Y,0.03,0.5,30,,N,,,,,,,,,,,,,,,,0
Ambakoana,"CB, KR, AG, AA, FR",2/18/19,5,Pteropus rufus,AMB163,1378,N,,F,NL,N,N,,,570,28,175,79.4,26.8,9.6,9.9,Y,1,0,0,0,0,0,0,1,1,1,400,200,150,1,2,Y,,Y,moderate,97.3 (7:28); 100.5 (7:58); 99 (8:06); 97.3 (8:15); 97 (8:23),Developed mammary gland but no baby. Fed sugar water and released,Y,Y,0.03,0.5,14,,N,,,,,,,,,,,,,,,,0
Ambakoana,"CB, KR, AG, AA, FR",2/19/19,6,Pteropus rufus,AMB164,1379,N,,M,A,N,N,,,765,30.5,177,87.6,31.7,17.3,24.8,Y,1,0,0,0,0,0,0,1,1,1,600,150,200,1,2,Y,,Y,moderate,97.7 (8:08); 96.9 (8:15); 97 (8:25); 96.7 (8:37); 96.6 (8:51),Fed sugar water and released,Y,Y,0.03,0.5,30,,N,,,,,,,,,,,,,,,,0
Ambakoana,"AA,AG,FR,KR",3/22/19,1,Pteropus rufus,AMB165,1380,N,,M,A,N,N,,,575,27.6,163,77.7,27.4,6.8,7.1,Y,1,0,0,0,0,0,1,1,1,0,500,400,300,1,2,Y,,Y,moderate,"101.8 (12:00), 104.1 (12:17) 102.5 (12:25), 102.4 (12:30)",5 worms found in rectum probbly intestinal,y,y,0.03,0.5,7,"stopped breathing for a momemnt, removed from machine",N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/25/19,4,Pteropus rufus,AMB166,1381,N,,M,A,N,N,,,690,24.5,160,91.8,28.1,16.9,15.8,Y,1,0,0,0,0,0,1,1,1,0,300,300,250,1,3,Y,,Y,moderate,"99.2 (7:48), 99.6 (7:56), 97.7 (8:18)",,Y,Y,0.03,0.5,9,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/25/19,4,Pteropus rufus,AMB167,1382,N,,M,A,N,N,,,420,23,145.6,89.4,30.9,small,small,Y,1,0,0,0,0,0,0,1,1,0,450,400,200,1,3,Y,,Y,mild,"101.5 (8:14), 100.2 (8:31), 99.0 (8:40)",Maybe young of last year,Y,Y,0.03,0.5,1,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/25/19,4,Pteropus rufus,AMB168,1383,N,,F,NL,N,N,,,305,19.5,130.5,61.4,27.5,small,small,Y,1,0,0,0,0,0,0,1,1,0,300,300,300,1,3,Y,,Y,mild,"98.1 (9:07), 97.5 (9:10), 97.2 (9:13)",maybe young of last year,Y,Y,0.03,0.5,9,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/26/19,5,Pteropus rufus,AMB169,1384,N,,M,A,N,N,,,300,21.5,143,71,30,small,small,Y,1,0,0,0,0,0,0,1,1,0,300,250,200,1,2,Y,,Y,mild,"98.6 (7:46), 98.7 (7:55), 97.5 (8:05), 96.9 (8:09)",,Y,Y,0.03,0.5,3,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/27/19,6,Pteropus rufus,AMB170,1385,N,,M,J,Y,N,,,255,19.8,132.4,60.4,23.6,small,small,Y,1,0,0,0,0,0,1,1,1,0,200,200,100,1,2,Y,,N,new,"97.4 (7:42), 97.4 (8:03)",didn’t take tooth bc young of year,N,,,,,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA,AG,FR,KR",3/28/19,7,Pteropus rufus,AMB171,1386,N,,M,A,N,N,,,645,27.6,167,83.4,32.3,15.8,20,Y,1,0,0,0,0,0,1,1,1,0,400,200,100,1,2,Y,,N,moderate,"95.6 (7:59), 96.1 (8:13)",didn’t take tooth bc already took 4 male teeth,N,,,,,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA, FR",3/31/19,11,Pteropus rufus,AMB172,1387,N,,M,A,N,N,,,670,28.5,16.5,80.9,25.3,14.4,19.3,Y,1,0,0,0,0,0,1,1,1,0,300,200,200,1,2,Y,,Y,heavy,"97.9 (8:52), 97.3 (9:03), 97.4 (9:06)",,Y,Y,0.03,0.45,5,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA, FR",3/31/19,11,Pteropus rufus,AMB173,1389,N,,F,NL,N,N,,,395,24.8,146.7,72.5,24,small,small,Y,1,0,0,0,0,0,1,1,1,0,250,200,200,1,2,Y,,Y,moderate,"100.1 (9:11), 91.1 (9:19)",,Y,Y,0.03,0.45,1,,N,,,,,,,,,,,,,,,,
Ambakoana,"AA, FR",3/31/19,11,Pteropus rufus,AMB174,1388,N,,M,A,N,N,,,735,28.3,174,84.1,25.2,16,22.3,Y,1,0,0,0,0,0,1,1,1,0,600,200,400,1,2,Y,,Y,heavy,"97.3 (9:30), 96.2 (9:39)",,Y,Y,0.03,0.45,2,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ403,,N,,M,A,,N,,,75,12.1,74,34.9,15.9,12.7,11.7,Y,1,19,1,0,2,0,1,1,1,0,310,0,40,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ404,,N,,M,A,,N,,,75,12.1,72.3,36.2,15.4,12.5,13.5,Y,1,12,0,0,1,0,0,1,1,0,500,300,70,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ405,,N,,M,A,,N,,,70,10.5,68.5,35.3,12.7,9.4,10,Y,1,14,0,0,0,0,1,1,1,0,700,400,100,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ406,,N,,M,A,,N,,,65,10.8,75.1,35.7,12.9,8.8,11.5,Y,1,6,1,0,1,0,0,1,1,0,550,350,150,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ407,,N,,M,A,,N,,,60,11.6,68.9,31.4,13.1,8.4,9.1,Y,1,10,0,0,5,0,0,1,1,0,250,100,100,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ408,,N,,M,A,,N,,,75,10.5,75,36.4,11.5,10.4,8.7,Y,1,20,0,0,5,0,0,1,1,0,250,100,40,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ410,,N,,M,A,,N,,,69,11.76,75.1,35.3,13.9,12.1,17.3,Y,1,6,0,0,8,0,0,1,1,0,150,100,50,1,2,Y,,N,new,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ411,,Y,UNK *see notes,F,A,,N,,,50,10.87,73.2,34.6,15.9,4.3,4.7,Y,1,10,0,0,1,0,0,1,1,0,250,100,60,1,2,Y,,N,moderate,,Did not remove wing band because deeply inbeddding in skin and did not have anesthescia machine; used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ412,,N,,F,A,,N,,,55,11.18,73.1,33.6,15.8,2.4,4.8,Y,1,4,0,0,3,0,0,1,1,0,350,150,70,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ413,,N,,F,A,,N,,,55,10.94,69.6,31.1,13.5,4.8,5.6,Y,1,7,0,0,8,0,0,1,1,0,200,100,50,1,2,Y,,N,mild,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ414,,N,,S?,Y,,N,,,37,10.43,61.2,27,15.5,SMALL,SMALL,Y,1,2,0,1,4,0,0,1,1,0,250,100,50,1,2,Y,,N,new,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ415,,N,,M,A,,N,,,73,11.9,76.5,35.6,15.2,11.9,16.2,Y,1,16,0,0,4,0,0,1,1,0,250,100,40,1,2,Y,,N,moderate,,used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/9/19,1,Rousettus madagascariensis,MIZ416,,N,,M,A,,N,,,67,12.81,71,34.2,15.3,9.8,13.2,Y,1,1,0,35?,5,0,0,1,1,0,200,100,50,1,2,Y,,N,moderate,,looks like there are ectos labeled bfs and rf (not sure what rf is); used sharpie to ID next day ,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ417,,N,,M,A,,N,,,80,123.4,73.36,35.9,17.4,10.9,15.1,Y,1,19,0,0,3,0,1,1,1,0,150,90,40,1,2,Y,,N,mild,,,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ418,,N,,M,A,,N,,,85,11.5,73.8,34.8,16.1,13.2,8.7,Y,1,16,0,0,2,0,0,1,1,0,300,150,100,1,2,,,N,mild,,,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ419,,N,,M,A,,N,,,60,11.37,70,31.2,10.9,9.1,11.1,Y,1,11,0,0,4,0,0,1,1,0,,,,,,,,N,mild,,blood was taken but no amounts were recorded,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ420,,N,,F,NL,,N,,,50,10.8,68.3,31.7,17.1,4.7,5.8,Y,1,7,0,0,2,18,0,1,1,0,400,150,100,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ421,,N,,M,A,,N,,,40,11.2,67.2,29.6,10.6,8.8,8.3,Y,1,9,0,0,2,0,0,1,1,0,350,150,50,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ422,,N,,M,A,,N,,,70,10.8,*7.2 IS WRITTEN,34.9,10.9,11.8,13.1,Y,1,11,0,0,3,0,0,1,1,0,350,150,50,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ423,,N,,M,A,,N,,,55,11.4,69.2,32.5,12.7,6.5,10.8,Y,1,14,1,0,5,0,0,1,1,0,350,150,50,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ424,,N,,M,A,,N,,,65,11.45,72.4,34.3,14.6,9.5,12.2,Y,1,17,0,0,26,0,0,1,1,0,300,150,100,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ425,,N,,F,NL,,N,,,55,11.4,73,34.4,16.6,4.7,4.7,Y,1,29,0,0,4,0,0,1,1,0,350,150,10?,1,2,Y,,N,moderate,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ426,,N,,M,A,,N,,,65,10.84,72,34.2,13.6,11.7,14.2,Y,1,14,0,0,5,0,0,1,1,0,,,,,,,,N,M?,,blood was taken but no amounts were recorded,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"FR,KR,CR, AG",4/10/19,2,Rousettus madagascariensis,MIZ427,,N,,M,J,,N,,,35,95.4,60,26.5,13.4,SMALL,SMALL,Y,1,3,0,0,0,0,1,0,1,0,100,50,25,1,2,Y,,N,new,,"under ectos, there is BF and BFS (1), not sure what ecto this is",,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL304,1615,N,,F,NL,,N,,,265,21.7,134,63.3,33.4,SMALL,SMALL,Y,1,0,0,0,9,0,0,1,1,0,30,0,0,1,2,Y,,N,mild,"95.9 (17:34), 97.2 (17:39), 94.3 (17:53), 95.8 (18:42)",very weak,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL305,1638,N,,F,NL,,N,,,300,18.8,130,60.4,26.8,4.5,7.2,Y,1,0,0,0,2,0,0,1,1,0,400,0,200,1,2,Y,,Y,moderate,"97.5 (18:00), 98.4 (18:17), ",blood clotted quickly,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL306,1640,N,,F,NL,,N,,,325,24.5,132.1,63.5,33.3,9.1,6.3,Y,1,0,0,0,2,0,1,1,1,0,300,150,300,1,2,Y,,N,mild,"96.6 (18:59), 97.6 (19:17)",2nd finger bone broken,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL307,1633,N,,F,NL,,N,,,275,22.3,127.3,60.3,29.8,6.8,8.1,Y,1,0,0,0,1,0,0,1,1,0,300,400,200,1,2,Y,,,mild,97.6 (19:38),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL308,1661,N,,F,NL,,N,,,325,20,132,64.3,28.2,7.3,7.9,Y,1,0,0,0,0,0,0,1,1,0,300,0,300,1,2,Y,,N,mild,"96.8 (20:56), 96.5 (21:08), 96.4 (21:34)",,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL319,1660,N,,F,NL,,N,,,260,21,127.9,61.8,30.7,SMALL,SMALL,Y,1,0,0,0,1,0,0,1,1,0,300,200,100,1,2,Y,,N,,96.6 (8:52),"bad scar on left wing, almost to the bone",,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL320,1663,N,,F,NL,,N,,,305,20.6,129.4,61.1,22.8,8,7.1,Y,1,0,0,0,0,0,0,1,1,0,300,150,200,1,2,Y,,N,moderate,96.4 (9:16),administered LA-200,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL321,1669,N,,F,NL,,N,,,270,21,134.5,60.1,27.7,7.8,7.8,Y,1,1,0,0,0,0,0,1,1,0,150,100,80,1,2,Y,,N,mild,"97.4 (9:43), 97.7 (10:10)",,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL322,1647,N,,F,NL,,N,,,315,21.8,130.4,63.9,32.2,SMALL,SMALL,Y,1,0,0,0,1,0,0,1,1,0,500,250,200,1,2,Y,,N,moderate,100.4 (11:07),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL309,1655,N,,F,NL,,N,,,325,20.5,129.9,61.7,22.1,6.1,7.6,Y,1,1,0,0,0,0,1,1,1,0,150,100,50,1,2,Y,,Y,,95.9 (18:01),,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL310,1666,N,,F,NL,,N,,,325,19.5,132.7,63.1,29.2,10.4,10.7,Y,1,0,0,0,0,0,1,1,1,0,350,300,150,1,2,Y,,N,moderate,97.8 (19:42),DEAD,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL311,1667,N,,F,NL,,N,,,330,20,134,62.8,23.6,7.3,7.1,Y,1,0,0,0,2,0,0,1,1,0,300,250,100,1,2,Y,,N,mild,98.2 (21:06),,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL312,1639,N,,M,A,,N,,,305,23.3,128.9,60.5,32.2,7.8,8.5,Y,1,1,0,0,0,0,1,1,1,0,500,100,150,1,2,Y,,Y,,"97.6 (8:47), 97.5 (9:55)",,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL313,1668,N,,F,NL,,N,,,310,22,129.7,60.2,30.6,8.9,5.7,Y,1,1,0,0,0,0,0,1,1,0,150,150,100,1,2,Y,,N,moderate,95.6 (9:28),,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL332,,N,,F,NL,,N,,,280,20,132.8,62.2,28.2,8.8,7.6,Y,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,Y,,,NECROPSY,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL333,,N,,F,NL,,N,,,310,20,133,62,25.7,8.7,7.7,Y,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,Y,,,NECROPSY,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL314,1047,Y,KEL187,F,NL,,N,,,300,23,129.9,59.4,31.2,8.8,7.6,Y,1,0,0,0,9,0,0,1,1,0,500,100,150,1,2,Y,,N,mild,98. (10:19),TOOTH TAKEN BEFORE,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL315,1670,N,,F,NL,,N,,,305,21.4,128.1,62.4,25.7,SMALL,SMALL,Y,1,2,0,0,0,0,0,1,1,0,450,500,300,1,2,Y,,N,moderate,99.9 (10:48),,N,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL326,,,,F,NL,,N,,,300,19.5,129.8,62.6,31.2,7.7,8.4,Y,1,0,0,0,0,0,0,1,1,0,200,100,,,,Y,,Y,mild,,NECROPSY,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL324,1002,Y,not in DB,F,NL,,N,,,290,23,132.9,61.9,23.4,SMALL,,Y,1,0,0,0,14,0,0,1,1,0,400,300,300,1,2,Y,,N,mild,101.6 (11:57),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL325,710,Y,,F,NL,,N,,,320,23.9,139.1,68.5,29.9,6.3,7.7,Y,1,1,0,0,0,0,0,1,1,0,400,350,200,1,2,Y,,N,moderate,"100.5 (2:34), 102.4 (15:05), 103.5 (15:53)",,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL323,1649,N,,F,NL,,N,,,310,22.2,133.3,65.7,25.6,SMALL,SMALL,Y,1,0,0,0,2,0,0,1,1,0,500,300,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL327,,,,F,NL,,N,,,310,20.5,132,66.7,29.8,6.7,8.1,Y,1,0,0,0,0,0,0,1,1,0,300,300,,,,Y,,Y,mild,,necropsy,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL328,,,,F,NL,,N,,,320,21,140,67.6,35.2,7.8,8.5,Y,1,0,0,0,0,0,0,1,1,0,,,,,,Y,,Y,moderate,,necropsy,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL316,1671,N,,M,A,,N,,,310,22,136.8,65.9,29.8,6.2,3.9,Y,1,0,0,0,1,0,0,1,1,1,200,100,100,1,2,Y,,Y,mild,97.6 (11:27),,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL317,1672,N,,M,A,,N,,,325,22.8,129.3,63.4,27,6.5,5.4,Y,1,1,0,0,3,0,1,1,1,1,200,100,200,1,2,Y,,Y,mild,97.6 (12:23),,Y,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL318,1673,N,,F,NL,,N,,,230,21,122,56,28.6,SMALL,SMALL,Y,1,1,0,0,1,0,1,1,1,1,150,400,200,1,2,Y,,N,mild,101.1 (1:51),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL331,1299,N,,F,NL,,N,,,345,23.2,134.9,62.4,31.2,8.8,8.2,Y,1,0,0,0,3,0,0,1,1,1,200,100,200,1,2,Y,,N,mild,98.7 (12:33),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL334,1628,N,,F,NL,,N,,,280,22.5,129,60.9,30.5,7.6,3.2,Y,1,0,0,0,8,0,1,1,1,1,,,200,1,2,Y,,N,mild,98.9 (3:19),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",4/23/19,1,Eidolon dupreanum,KEL335,1032,Y,KEL204,F,NL,,N,,,310,22,128.2,61,27.1,7.9,7.8,Y,1,0,0,0,0,0,0,1,1,1,250,150,300,1,2,Y,,N,mild,98.7 (3:50),,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ428,,N,,M,A,N,N,,,65,11.3,71.5,35.1,11.9,7.1,5.5,Y,1,1,0,0,0,0,0,1,1,0,200,150,100,1,2,Y,,N,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ429,,N,,M,A,N,N,,,65,12.9,71.9,33.5,11.8,13.3,13.2,Y,1,6,0,0,2,0,0,1,1,0,500,100,50,1,2,Y,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ430,,Y,UNK *see notes,F,J,Y,N,,,35,9.26,60.9,26.7,11.3,small,small,Y,1,1,0,0,5,0,0,1,1,0,400,100,120,1,2,Y,,N,new,,Wing band was under skin and unreadable,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ431,,N,,M,A,N,N,,,65,12.36,71.9,34.5,12.1,12.2,10.5,Y,1,14,1,0,4,0,0,1,1,0,300,100,50,1,2,Y,,N,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ432,,N,,M,A,N,N,,,75,12,74.1,34.2,14.8,13.2,10.2,Y,1,8,0,0,4,0,0,1,1,0,300,150,80,1,2,Y,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ433,,N,,M,A,N,N,,,65,11.35,70,32.2,12.5,12.8,11.8,Y,1,9,0,0,0,0,0,1,1,0,150,50,100,1,2,Y,,N,heavy,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ434,,N,,M,A,N,N,,,65,11.8,74.3,36.1,13.3,8.7,10.6,Y,1,7,0,0,0,0,0,1,1,0,350,200,60,1,2,Y,,N,heavy,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR, CB",5/22/19,2,Rousettus madagascariensis,MIZ448,9.56E+15,N,,F,NL,Y,N,,,40,9.8,63.8,28.6,13.5,small,small,Y,1,20,0,0,18,0,0,1,1,0,250,0,60,1,2,Y,,N,new,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR, CB",5/22/19,2,Rousettus madagascariensis,MIZ449,9.56E+14,N,,F,NL,N,N,,,60,10.6,67.4,31.1,13,3.1,3,Y,1,11,1,0,6,0,0,1,1,0,,,,,,,,,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ435,,N,,M,A,N,N,,,65,10.95,68.8,33.7,12.2,7.5,8.5,Y,1,12,1,0,0,0,0,1,1,0,250,250,100,1,2,Y,,N,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ436,,N,,F,NL,N,N,,,50,10.64,68.8,30.9,12.7,4.3,3.5,Y,1,14,0,0,10,0,0,1,1,0,200,100,100,1,2,Y,,N,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",5/21/19,1,Rousettus madagascariensis,MIZ437,,N,,F,NL,Y,N,,,35,9.8,60.1,28.1,13.3,small,small,Y,1,2,0,0,0,0,0,1,1,0,300,100,50,1,2,Y,,N,mild,,,,,,,,,N,,,,,,,,,,,,,,,,
